홍수사상번호,시간,유입량,new
9,20,1994.498945,20090719
9,21,1913.238919,20090719
9,22,1836.72665,20090719
9,23,1763.922719,20090719
9,24,1700.885263,20090719
9,1,1651.881062,20090720
9,2,1606.913891,20090720
9,3,1555.630466,20090720
9,4,1500.512255,20090720
9,5,1447.623204,20090720
9,6,1404.522423,20090720
9,7,1376.975253,20090720
9,8,1362.076784,20090720
9,9,1348.856116,20090720
9,10,1302.74865,20090720
10,19,95.41328155,20090810
10,20,85.19842085,20090810
10,21,76.31374114,20090810
10,22,69.13642863,20090810
10,23,64.1580986,20090810
10,24,61.55451331,20090810
10,1,60.1235939,20090811
10,2,58.4111556,20090811
10,3,55.33243103,20090811
10,4,49.84637493,20090811
10,5,40.71741321,20090811
10,6,27.60296005,20090811
10,7,13.92691157,20090811
10,8,3.541153465,20090811
10,9,3.8,20090811
10,10,4.2,20090811
10,11,4.682136074,20090811
10,12,14.33465859,20090811
10,13,26.47244744,20090811
10,14,40.15255098,20090811
10,15,56.29903687,20090811
10,16,76.05213475,20090811
10,17,99.5497027,20090811
10,18,125.294817,20090811
10,19,146.2537977,20090811
10,20,155.9711984,20090811
10,21,155.8412621,20090811
10,22,149.1662107,20090811
10,23,139.0304921,20090811
10,24,128.0293967,20090811
10,1,117.0193558,20090812
10,2,106.9040553,20090812
10,3,100.515056,20090812
10,4,101.4499026,20090812
10,5,114.4421996,20090812
10,6,142.0708152,20090812
10,7,177.3050108,20090812
10,8,211.2568951,20090812
10,9,238.4380134,20090812
10,10,266.3760614,20090812
10,11,304.4858805,20090812
10,12,356.7147464,20090812
10,13,425.801631,20090812
10,14,515.1198588,20090812
10,15,629.6628425,20090812
10,16,780.2699959,20090812
10,17,978.5885687,20090812
10,18,1233.651152,20090812
10,19,1550.039294,20090812
10,20,1917.145038,20090812
10,21,2314.396954,20090812
10,22,2696.55923,20090812
10,23,3017.803519,20090812
10,24,3254.5957,20090812
10,1,3393.526631,20090813
10,2,3439.39286,20090813
10,3,3403.119327,20090813
10,4,3301.938851,20090813
10,5,3154.5134,20090813
10,6,2978.913669,20090813
10,7,2791.870711,20090813
10,8,2605.348276,20090813
10,9,2429.508449,20090813
10,10,2272.07395,20090813
10,11,2138.22491,20090813
10,12,2025.410484,20090813
10,13,1929.255451,20090813
10,14,1845.818065,20090813
10,15,1771.249784,20090813
10,16,1701.641407,20090813
10,17,1633.280135,20090813
10,18,1563.29945,20090813
10,19,1490.414153,20090813
10,20,1418.818059,20090813
10,21,1353.219052,20090813
10,22,1294.902302,20090813
10,23,1243.987442,20090813
10,24,1199.35467,20090813
10,1,1159.464533,20090814
10,2,1122.338411,20090814
10,3,1086.076124,20090814
10,4,1049.530411,20090814
10,5,1011.448005,20090814
10,6,969.3986829,20090814
10,7,920.5601134,20090814
10,8,861.7184917,20090814
11,14,407.9739828,2010099
11,15,418.8277735,2010099
11,16,436.3574532,2010099
11,17,457.5761304,2010099
11,18,477.4530497,2010099
11,19,490.0873917,2010099
11,20,488.1419434,2010099
11,21,467.1766044,2010099
11,22,435.776115,2010099
11,23,403.9535191,2010099
11,24,374.4102319,2010099
11,1,347.6316608,20100910
11,2,322.5508097,20100910
11,3,297.7705493,20100910
11,4,272.1256207,20100910
11,5,246.2687616,20100910
11,6,227.8928254,20100910
11,7,223.3993531,20100910
11,8,226.9845191,20100910
11,9,231.3110309,20100910
11,10,235.1130944,20100910
11,11,238.7621765,20100910
11,12,243.1072895,20100910
11,13,248.7760631,20100910
11,14,255.0330513,20100910
11,15,261.4871073,20100910
11,16,270.4873566,20100910
11,17,284.2642417,20100910
11,18,301.8332001,20100910
11,19,321.9439734,20100910
11,20,345.4985265,20100910
11,21,371.295658,20100910
11,22,387.5692807,20100910
11,23,383.7376217,20100910
11,24,364.5210508,20100910
11,1,339.0477026,20100911
11,2,318.7746285,20100911
11,3,317.3887986,20100911
11,4,355.1679429,20100911
11,5,450.3211589,20100911
11,6,606.1922547,20100911
11,7,816.1418694,20100911
11,8,1048.463258,20100911
11,9,1270.554734,20100911
11,10,1471.30224,20100911
11,11,1647.860268,20100911
11,12,1808.969883,20100911
11,13,1964.984276,20100911
11,14,2121.118558,20100911
11,15,2282.076136,20100911
11,16,2455.651664,20100911
11,17,2646.214202,20100911
11,18,2841.339187,20100911
11,19,3024.329245,20100911
11,20,3178.189378,20100911
11,21,3287.834459,20100911
11,22,3346.11648,20100911
11,23,3351.334588,20100911
11,24,3315.639452,20100911
11,1,3254.322015,20100912
11,2,3181.382799,20100912
11,3,3110.927266,20100912
11,4,3058.77107,20100912
11,5,3042.473905,20100912
11,6,3084.861435,20100912
11,7,3206.797932,20100912
11,8,3416.03614,20100912
11,9,3713.313112,20100912
11,10,4084.414646,20100912
11,11,4507.106937,20100912
11,12,4942.029,20100912
11,13,5348.230982,20100912
11,14,5695.534729,20100912
11,15,5956.561826,20100912
11,16,6104.361098,20100912
11,17,6118.31932,20100912
11,18,6002.747815,20100912
11,19,5772.32705,20100912
11,20,5458.289522,20100912
11,21,5094.862873,20100912
11,22,4711.703276,20100912
11,23,4334.733922,20100912
11,24,3979.517542,20100912
11,1,3657.103377,20100913
11,2,3370.847167,20100913
11,3,3121.218218,20100913
11,4,2904.833603,20100913
11,5,2717.528284,20100913
11,6,2555.861034,20100913
11,7,2415.997019,20100913
11,8,2291.803201,20100913
11,9,2178.202496,20100913
11,10,2076.639878,20100913
11,11,1988.338087,20100913
11,12,1907.1089,20100913
11,13,1827.348217,20100913
11,14,1753.199406,20100913
11,15,1689.289404,20100913
11,16,1632.431942,20100913
11,17,1577.940573,20100913
11,18,1522.941345,20100913
11,19,1466.011006,20100913
11,20,1409.716596,20100913
11,21,1357.158115,20100913
11,22,1309.577091,20100913
11,23,1267.473483,20100913
11,24,1230.239437,20100913
11,1,1196.779949,20100914
11,2,1165.159236,20100914
11,3,1132.846183,20100914
12,21,301.6913601,20100918
12,22,278.3598243,20100918
12,23,242.223812,20100918
12,24,204.978261,20100918
12,1,167.7090208,20100919
12,2,131.1006829,20100919
12,3,104.8418942,20100919
12,4,98.3065308,20100919
12,5,110.6053276,20100919
12,6,136.8881623,20100919
12,7,166.7246239,20100919
12,8,189.5659138,20100919
12,9,199.9699694,20100919
12,10,197.0247097,20100919
12,11,192.8312423,20100919
12,12,199.0757258,20100919
12,13,212.7713342,20100919
12,14,227.0694427,20100919
12,15,234.3472175,20100919
12,16,231.8340333,20100919
12,17,236.9423085,20100919
12,18,263.940521,20100919
12,19,294.3383423,20100919
12,20,306.1141453,20100919
12,21,295.8799164,20100919
12,22,267.1514996,20100919
12,23,232.4265555,20100919
12,24,203.8975,20100919
12,1,183.5539537,20100920
12,2,170.8348384,20100920
12,3,164.1767939,20100920
12,4,158.0073324,20100920
12,5,148.0155743,20100920
12,6,138.9461998,20100920
12,7,136.0957743,20100920
12,8,137.9128433,20100920
12,9,142.1602686,20100920
12,10,150.7061987,20100920
12,11,164.648009,20100920
12,12,177.8946988,20100920
12,13,184.4548617,20100920
12,14,185.9238465,20100920
12,15,185.8927696,20100920
12,16,188.3490639,20100920
12,17,197.1979575,20100920
12,18,215.6195423,20100920
12,19,245.4062882,20100920
12,20,283.525313,20100920
12,21,322.9953121,20100920
12,22,345.8666435,20100920
12,23,338.4603762,20100920
12,24,315.1487598,20100920
12,1,293.4280564,20100921
12,2,275.2393948,20100921
12,3,257.6837034,20100921
12,4,234.0562433,20100921
12,5,201.1829625,20100921
12,6,173.8182245,20100921
12,7,165.8743307,20100921
12,8,169.9669175,20100921
12,9,174.7810493,20100921
12,10,174.5761644,20100921
12,11,165.0052952,20100921
