code,tot_pop,type_as,region,type_im,area,num_empty,type_qual,fee_deposit,fee_rent,sub,bus,num_park,target
C1171,624,0,7,6,33.38,13,1,17730000,118190,0,5,634,700
C1171,624,0,7,6,39.46,13,1,23641000,141840,0,5,634,700
C1171,624,0,7,6,39.46,13,1,23641000,141840,0,5,634,700
C1171,624,0,7,6,39.46,13,1,23641000,141840,0,5,634,700
C1171,624,0,7,6,46.66,13,1,35462000,189130,0,5,634,700
C1171,624,0,7,6,46.66,13,1,35462000,189130,0,5,634,700
C1171,624,0,7,6,46.87,13,1,35462000,189130,0,5,634,700
C1171,624,0,7,6,46.87,13,1,35462000,189130,0,5,634,700
C1171,624,0,7,6,46.88,13,1,35462000,189130,0,5,634,700
C1171,624,0,7,6,46.88,13,1,35462000,189130,0,5,634,700
C1171,624,0,7,6,51.96,13,1,41372000,236410,0,5,634,700
C1171,624,0,7,6,51.96,13,1,41372000,236410,0,5,634,700
C2073,361,0,1,6,39.63,13,1,10813000,144180,0,5,288,301
C2073,361,0,1,6,39.63,13,1,10813000,144180,0,5,288,301
C2073,361,0,1,6,46.9,13,1,16821000,205460,0,5,288,301
C2073,361,0,1,6,46.9,13,1,16821000,205460,0,5,288,301
C2073,361,0,1,6,46.96,13,1,16821000,205460,0,5,288,301
C2073,361,0,1,6,59.89,13,1,25233000,283560,0,5,288,301
C2513,754,0,5,6,51.88,15,1,32443000,192250,0,6,530,820
C2513,754,0,5,6,51.88,15,1,32443000,192250,0,6,530,820
C2513,754,0,5,6,51.93,15,1,32443000,192250,0,6,530,820
C1936,240,0,5,6,51.88,8,1,32443000,192250,0,10,168,234
C1936,240,0,5,6,51.88,8,1,32443000,192250,0,10,168,234
C1936,240,0,5,6,51.88,8,1,32443000,192250,0,10,168,234
C1936,240,0,5,6,51.93,8,1,32443000,192250,0,10,168,234
C2049,688,0,1,6,51.49,0,1,15271000,78230,0,5,631,841
C2049,688,0,1,6,51.95,0,1,15407000,88400,0,5,631,841
C2049,688,0,1,6,59.64,0,1,17687000,100260,0,5,631,841
C2202,623,0,1,3,37.67,0,1,9714000,145940,0,2,222,226
C2202,623,0,1,3,42.9,0,1,10244000,152280,0,2,222,226
C2202,623,0,1,3,49.44,0,1,11807000,171230,0,2,222,226
C1925,601,0,1,7,26.37,9,3,8052000,130850,0,4,117,75
C1925,601,0,1,7,31.32,9,3,9174000,144460,0,4,117,75
C1925,601,1,1,8,32.1,9,4,14863000,257600,0,4,117,75
C1925,601,1,1,8,32.1,9,4,41543000,162250,0,4,117,75
C1925,601,1,1,8,32.1,9,4,45003000,160960,0,4,117,75
C1925,601,1,1,8,72.16,9,4,15304000,189130,0,4,117,75
C2576,405,0,3,6,46.9,19,1,19436000,161780,0,4,296,73
C2576,405,0,3,6,59.88,19,1,28252000,235420,0,4,296,73
C1312,518,0,15,6,39.72,12,1,17460000,122210,0,3,527,359
C1312,518,0,15,6,39.98,12,1,17460000,122210,0,3,527,359
C1312,518,0,15,6,41.55,12,1,19954000,130940,0,3,527,359
C1312,518,0,15,6,46.9,12,1,28687000,149660,0,3,527,359
C1874,619,0,15,7,26.37,2,3,3141000,69900,0,2,97,62
C1874,619,0,15,7,26.37,2,3,3141000,69900,1,2,97,62
C1874,619,0,15,7,31.32,2,3,3731000,83020,0,2,97,62
C1874,619,1,15,8,12.62,2,4,35455000,205230,0,2,97,62
C1874,619,1,15,8,17.4,2,4,28856000,124030,0,2,97,62
C1874,619,1,15,8,17.4,2,4,17405000,151380,0,2,97,62
C1874,619,1,15,8,22.89,2,4,16821000,78010,0,2,97,62
C1874,619,1,15,8,23.13,2,4,18581000,470000,0,2,97,62
C1874,619,1,15,8,23.13,2,4,23892000,122210,0,2,97,62
C1874,619,1,15,8,23.25,2,4,8738000,134330,0,2,97,62
C1874,619,1,15,8,27.75,2,4,12392000,627080,0,2,97,62
C1874,619,1,15,8,27.75,2,4,19787000,102130,0,2,97,62
C1874,619,1,15,8,27.75,2,4,13533000,67880,0,2,97,62
C1874,619,1,15,8,27.75,2,4,15418000,188260,0,2,97,62
C1874,619,1,15,8,27.75,2,4,13979000,86140,0,2,97,62
C1874,619,1,15,8,27.75,2,4,17851000,189130,0,2,97,62
C1874,619,1,15,8,27.75,2,4,13824000,78670,0,2,97,62
C1874,619,1,15,8,27.75,2,4,20122000,186230,0,2,97,62
C1874,619,1,15,8,27.75,2,4,123711000,297220,0,2,97,62
C1874,619,1,15,8,27.75,2,4,5.70E+07,137310,0,2,97,62
C1874,619,1,15,8,27.75,2,4,91414000,124180,0,2,97,62
C1874,619,1,15,8,28.19,2,4,15520000,194730,0,2,97,62
C1874,619,1,15,8,34.8,2,4,43990000,106190,0,2,97,62
C1874,619,1,15,8,34.8,2,4,2.60E+07,180000,0,2,97,62
C1874,619,1,15,8,42.35,2,4,14263000,37300,0,2,97,62
C1874,619,1,15,8,42.4,2,4,14404000,201790,0,2,97,62
C1874,619,1,15,8,49.37,2,4,32208000,123870,1,2,97,62
C1874,619,1,15,8,55.17,2,4,10215000,76590,0,2,97,62
C1874,619,1,15,8,55.17,2,4,19064000,253520,0,2,97,62
C1874,619,1,15,8,55.5,2,4,24775000,144820,0,2,97,62
C2650,875,0,8,6,36.44,13,1,11492000,104930,0,4,616,159
C2650,875,0,8,6,45.09,13,1,14215000,141630,0,4,616,159
C2650,875,0,8,6,45.32,13,1,14292000,141630,0,4,616,159
C2416,560,0,3,7,26.34,0,3,3138000,69820,0,5,154,63
C2416,560,0,3,7,30.48,0,3,3631000,80800,0,5,154,63
C2416,560,1,3,8,19.69,0,4,15583000,101830,0,5,154,63
C2416,560,1,3,8,27.12,0,4,17423000,234340,0,5,154,63
C2416,560,1,3,8,32.54,0,4,41252000,188260,0,5,154,63
C2416,560,1,3,8,36.43,0,4,16465000,150190,0,5,154,63
C2416,560,1,3,8,46.89,0,4,31711000,136210,0,5,154,63
C2416,560,1,3,8,49.99,0,4,78957000,78670,0,5,154,63
C2416,560,1,3,8,51.14,0,4,18984000,277470,0,5,154,63
C2416,560,1,3,8,317.17,0,4,30969000,597820,0,5,154,63
C2013,595,0,3,6,36.02,3,1,13930000,37360,0,3,509,91
C2013,595,0,3,6,36.38,3,1,13930000,37360,0,3,509,91
C2013,595,0,3,6,45.88,3,1,17568000,45180,0,3,509,91
C1424,625,0,7,3,39.99,2,1,14247000,198980,0,7,517,179
C1424,625,0,7,3,49.95,2,1,20173000,225100,0,7,517,179
C1424,625,0,7,3,49.95,2,1,21203000,225100,1,7,517,179
C2100,880,0,7,6,51.51,4,1,22307000,89210,0,5,736,671
C2100,880,0,7,6,51.59,4,1,22307000,89210,0,5,736,671
C2100,880,0,7,6,51.9,4,1,22307000,89210,0,5,736,671
C2100,880,0,7,6,59.91,4,1,27885000,111520,0,5,736,671
C2100,880,0,7,6,59.94,4,1,27885000,111520,1,5,736,671
C2100,880,0,7,6,59.99,4,1,27885000,111520,0,5,736,671
C2621,1396,0,7,7,26.37,26,3,5787000,79980,1,4,277,133
C2621,1396,0,7,7,26.37,26,3,5787000,79980,1,4,277,133
C2621,1396,0,7,7,26.37,26,3,5787000,79980,1,4,277,133
C2621,1396,0,7,7,26.37,26,3,5787000,79980,1,4,277,133
C2621,1396,0,7,7,31.32,26,3,6873000,94990,1,4,277,133
C2621,1396,0,7,7,52.74,26,3,11574000,159960,1,4,277,133
C2621,1396,0,7,7,52.74,26,3,11574000,159960,1,4,277,133
C2621,1396,0,7,7,52.74,26,3,11574000,159960,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,27304000,109400,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,28921000,110960,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,36048000,143680,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,43990000,69900,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,23720000,203030,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,16821000,142310,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,5.40E+07,113950,1,4,277,133
C2621,1396,1,7,8,31.84,26,4,17395000,219880,1,4,277,133
C2621,1396,1,7,8,63.68,26,4,18726000,370790,1,4,277,133
C2621,1396,1,7,8,137.49,26,4,15729000,112590,1,4,277,133
C2520,970,0,7,3,39.69,2,1,13155000,177500,0,2,420,386
C2319,606,0,7,6,51.86,1,1,17389000,236220,1,12,548,266
C2319,606,0,7,6,51.91,1,1,17405000,236470,1,12,548,266
C2319,606,0,7,6,51.96,1,1,17423000,236710,1,12,548,266
C2319,606,0,7,6,59.57,1,1,19975000,273790,1,12,548,266
C1616,1507,0,7,7,26.37,1,3,5787000,79980,0,2,407,98
C1616,1507,0,7,7,31.32,1,3,6873000,94990,0,2,407,98
C1616,1507,0,7,7,40.32,1,5,54040000,28140,0,2,407,98
C1616,1507,1,7,8,38,1,4,4.30E+07,93710,0,2,407,98
C1616,1507,1,7,8,38,1,4,25600000,169420,0,2,407,98
C1616,1507,1,7,8,37.26,1,4,18726000,97360,0,2,407,98
C1616,1507,1,7,8,37.41,1,4,6451000,83000,0,2,407,98
C1616,1507,1,7,8,37.41,1,4,12139000,72080,1,2,407,98
C1616,1507,1,7,8,37.41,1,4,3.90E+07,141770,0,2,407,98
C1616,1507,1,7,8,37.49,1,4,28199000,172190,0,2,407,98
C1616,1507,1,7,8,37.95,1,4,9506000,151110,0,2,407,98
C1616,1507,1,7,8,37.95,1,4,15667000,550000,0,2,407,98
C1616,1507,1,7,8,38.04,1,4,24775000,280000,0,2,407,98
C1616,1507,1,7,8,39.33,1,4,44348000,139330,0,2,407,98
C1616,1507,1,7,8,39.33,1,4,16800000,246230,0,2,407,98
C1616,1507,1,7,8,39.33,1,4,43990000,232000,0,2,407,98
C1616,1507,1,7,8,54.51,1,4,36048000,117270,0,2,407,98
C1616,1507,1,7,8,54.61,1,4,41120000,162030,1,2,407,98
C1616,1507,1,7,8,54.91,1,4,5787000,142310,0,2,407,98
C1616,1507,1,7,8,75.98,1,4,17389000,284650,0,2,407,98
C1616,1507,1,7,8,109.11,1,4,7527000,117330,0,2,407,98
C1616,1507,1,7,8,583.4,1,4,53580000,21120,0,2,407,98
C1704,639,0,7,7,39.3,34,3,8625000,119190,0,7,162,131
C1704,639,0,7,7,39.69,34,3,8710000,120370,1,7,162,131
C1704,639,1,7,8,31.84,34,4,44387000,243000,0,7,162,131
C1704,639,1,7,8,31.84,34,4,11174000,205460,0,7,162,131
C1704,639,1,7,8,31.84,34,4,24665000,260140,0,7,162,131
C1704,639,1,7,8,31.84,34,4,16225000,312060,0,7,162,131
C1704,639,1,7,8,31.84,34,4,16834000,179620,0,7,162,131
C1704,639,1,7,8,31.84,34,4,11414000,153180,0,7,162,131
C1704,639,1,7,8,31.84,34,4,19225000,76590,0,7,162,131
C1704,639,1,7,8,31.84,34,4,12089000,79000,1,7,162,131
C1704,639,1,7,8,31.84,34,4,30120000,79890,0,7,162,131
C1704,639,1,7,8,31.84,34,4,23438000,80500,0,7,162,131
C1704,639,1,7,8,31.84,34,4,17477000,152480,0,7,162,131
C1704,639,1,7,8,31.84,34,4,27637000,43380,0,7,162,131
C1704,639,1,7,8,31.84,34,4,16341000,149810,0,7,162,131
C1704,639,1,7,8,31.84,34,4,39668000,221730,0,7,162,131
C1704,639,1,7,8,126.65,34,4,43990000,308130,0,7,162,131
C2258,965,0,7,7,26.37,13,3,5787000,79980,1,3,287,78
C2258,965,0,7,7,31.32,13,3,6873000,94990,0,3,287,78
C2258,965,0,7,7,40.32,13,3,8848000,122290,0,3,287,78
C2258,965,1,7,8,19,13,4,18646000,193460,0,3,287,78
C2258,965,1,7,8,14.1,13,4,25233000,161020,0,3,287,78
C2258,965,1,7,8,19.31,13,4,26775000,159960,0,3,287,78
C2258,965,1,7,8,21.19,13,4,22808000,166930,1,3,287,78
C2258,965,1,7,8,21.19,13,4,13262000,182000,1,3,287,78
C2258,965,1,7,8,22.95,13,4,12254000,170360,0,3,287,78
C2258,965,1,7,8,23.4,13,4,31880000,108130,1,3,287,78
C2258,965,1,7,8,23.4,13,4,21628000,322080,0,3,287,78
C2258,965,1,7,8,23.4,13,4,17342000,74510,1,3,287,78
C2258,965,1,7,8,23.4,13,4,16465000,312610,1,3,287,78
C2258,965,1,7,8,27.23,13,4,25343000,68420,1,3,287,78
C2258,965,1,7,8,31.85,13,4,24969000,81540,0,3,287,78
C2258,965,1,7,8,32.29,13,4,12672000,440000,0,3,287,78
C2258,965,1,7,8,35.13,13,4,36494000,134300,0,3,287,78
C2258,965,1,7,8,36.47,13,4,12387000,155340,0,3,287,78
C2258,965,1,7,8,50.08,13,4,29893000,100920,0,3,287,78
C2258,965,1,7,8,240.22,13,4,18425000,161290,0,3,287,78
C1032,946,0,7,6,39.65,6,1,16852000,118580,1,2,986,316
C1032,946,0,7,6,46.47,6,1,22471000,149810,1,2,986,316
C1032,946,0,7,6,51.84,6,1,28714000,187260,1,2,986,316
C1032,946,0,7,6,51.92,6,1,28714000,187260,1,2,986,316
C1032,946,0,7,6,59.99,6,1,34956000,230950,1,2,986,316
C1032,946,0,7,6,59.99,6,1,34956000,230950,1,2,986,316
C2038,785,0,7,7,26.37,7,3,5787000,79980,1,10,150,108
C2038,785,0,7,7,31.32,7,3,6873000,94990,1,10,150,108
C2038,785,0,7,7,40.32,7,3,8848000,122290,1,10,150,108
C2038,785,1,7,8,19,7,4,54132000,72660,1,10,150,108
C2038,785,1,7,8,14.1,7,4,46400000,158060,1,10,150,108
C2038,785,1,7,8,19.31,7,4,9714000,206410,1,10,150,108
C2038,785,1,7,8,21.19,7,4,15407000,119490,1,10,150,108
C2038,785,1,7,8,21.19,7,4,3141000,149760,1,10,150,108
C2038,785,1,7,8,22.95,7,4,123711000,175410,1,10,150,108
C2038,785,1,7,8,23.4,7,4,14863000,450000,1,10,150,108
C2038,785,1,7,8,23.4,7,4,16225000,332510,1,10,150,108
C2038,785,1,7,8,23.4,7,4,9216000,198250,1,10,150,108
C2038,785,1,7,8,23.4,7,4,29209000,192670,1,10,150,108
C2038,785,1,7,8,27.23,7,4,67718000,99100,1,10,150,108
C2038,785,1,7,8,31.85,7,4,9908000,104680,1,10,150,108
C2038,785,1,7,8,32.29,7,4,18726000,132480,1,10,150,108
C2038,785,1,7,8,35.13,7,4,20971000,190640,1,10,150,108
C2038,785,1,7,8,36.47,7,4,12483000,257400,1,10,150,108
C2038,785,1,7,8,50.08,7,4,25200000,257400,1,10,150,108
C2038,785,1,7,8,240.22,7,4,2.20E+07,109400,1,10,150,108
C1859,2424,0,7,7,26.37,1,3,5787000,79980,1,4,487,116
C1859,2424,0,7,7,26.37,1,3,5787000,79980,1,4,487,116
C1859,2424,0,7,7,26.37,1,3,5787000,79980,1,4,487,116
C1859,2424,0,7,7,31.32,1,3,6873000,94990,1,4,487,116
C1859,2424,0,7,7,52.74,1,3,11574000,159960,1,4,487,116
C1859,2424,1,7,8,38,1,4,8738000,69250,1,4,487,116
C1859,2424,1,7,8,38,1,4,17962000,84230,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,28921000,188900,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,5914000,480000,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,10718000,126470,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,25233000,264350,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,11729000,603480,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,8184000,198190,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,29054000,83020,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,54132000,105260,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,11234000,191010,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,20638000,151380,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,21555000,162030,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,26054000,207930,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,6.10E+07,161250,1,4,487,116
C1859,2424,1,7,8,31.84,1,4,14555000,520000,1,4,487,116
C1859,2424,1,7,8,37.26,1,4,10242000,306450,1,4,487,116
C1859,2424,1,7,8,37.41,1,4,40880000,470000,1,4,487,116
C1859,2424,1,7,8,37.41,1,4,18217000,97600,1,4,487,116
C1859,2424,1,7,8,37.41,1,4,14863000,149600,1,4,487,116
C1859,2424,1,7,8,37.49,1,4,18175000,93560,1,4,487,116
C1859,2424,1,7,8,37.95,1,4,61224000,270660,1,4,487,116
C1859,2424,1,7,8,37.95,1,4,61674000,167230,1,4,487,116
C1859,2424,1,7,8,38.04,1,4,17849000,83000,1,4,487,116
C1859,2424,1,7,8,39.33,1,4,3731000,137410,1,4,487,116
C1859,2424,1,7,8,39.33,1,4,12015000,301540,1,4,487,116
C1859,2424,1,7,8,39.33,1,4,15729000,311110,1,4,487,116
C1859,2424,1,7,8,54.51,1,4,5787000,133570,1,4,487,116
C1859,2424,1,7,8,54.51,1,4,15252000,163680,1,4,487,116
C1859,2424,1,7,8,54.51,1,4,11174000,172190,1,4,487,116
C1859,2424,1,7,8,54.6,1,4,50220000,240470,1,4,487,116
C1859,2424,1,7,8,54.61,1,4,22763000,116950,1,4,487,116
C1859,2424,1,7,8,75.98,1,4,37485000,75690,1,4,487,116
C1859,2424,1,7,8,126.65,1,4,15729000,242480,1,4,487,116
C1859,2424,1,7,8,583.4,1,4,13357000,168520,1,4,487,116
C1722,809,0,1,3,37.67,1,1,10043000,189240,0,6,264,649
C1722,809,0,1,3,49.69,1,1,13101000,221030,0,6,264,649
C1722,809,0,1,3,49.69,1,1,13101000,221030,0,6,264,649
C1722,809,0,1,7,26.37,1,3,7744000,125000,0,6,264,649
C1722,809,0,1,7,31.32,1,3,8813000,138130,0,6,264,649
C1722,809,1,1,8,32.1,1,4,30709000,468450,0,6,264,649
C1722,809,1,1,8,32.1,1,4,20333000,22350,0,6,264,649
C1722,809,1,1,8,32.1,1,4,43617000,204940,0,6,264,649
C1722,809,1,1,8,32.1,1,4,18140000,162980,0,6,264,649
C1722,809,1,1,8,32.1,1,4,6.10E+07,390000,0,6,264,649
C1722,809,1,1,8,72.16,1,4,19451000,43380,0,6,264,649
C1850,388,0,3,3,39.74,0,1,11620000,212540,0,4,226,254
C1850,388,0,3,3,49.62,0,1,14418000,244420,0,4,226,254
C1850,388,0,3,3,49.62,0,1,14418000,244420,0,4,226,254
C2190,1013,0,3,7,26.37,7,3,3141000,69900,0,2,178,129
C2190,1013,0,3,7,26.37,7,3,3141000,69900,0,2,178,129
C2190,1013,0,3,7,26.37,7,3,3141000,69900,0,2,178,129
C2190,1013,0,3,7,31.32,7,3,3731000,83020,0,2,178,129
C2190,1013,1,3,8,16,7,4,14418000,127670,0,2,178,129
C2190,1013,1,3,8,14.17,7,4,19819000,238740,0,2,178,129
C2190,1013,1,3,8,18.9,7,4,7651000,212890,0,2,178,129
C2190,1013,1,3,8,20.52,7,4,12672000,65950,0,2,178,129
C2190,1013,1,3,8,22.97,7,4,11380000,98630,0,2,178,129
C2190,1013,1,3,8,22.97,7,4,72294000,131000,0,2,178,129
C2190,1013,1,3,8,23.4,7,4,13022000,514000,0,2,178,129
C2190,1013,1,3,8,23.4,7,4,36036000,1058030,0,2,178,129
C2190,1013,1,3,8,23.4,7,4,17451000,215050,0,2,178,129
C2190,1013,1,3,8,23.4,7,4,7645000,105280,0,2,178,129
C2190,1013,1,3,8,25.88,7,4,24731000,131290,0,2,178,129
C2190,1013,1,3,8,27.3,7,4,61224000,284650,0,2,178,129
C2190,1013,1,3,8,29.62,7,4,34400000,172190,0,2,178,129
C2190,1013,1,3,8,30.62,7,4,24665000,134570,0,2,178,129
C2190,1013,1,3,8,35.91,7,4,63585000,221730,0,2,178,129
C2190,1013,1,3,8,44.63,7,4,13625000,130000,0,2,178,129
C2190,1013,1,3,8,46.8,7,4,25964000,221030,0,2,178,129
C1476,453,0,3,7,26.37,6,3,8133000,123200,0,5,107,70
C1476,453,0,3,7,31.32,6,3,9261000,136000,0,5,107,70
C1476,453,1,3,8,32.1,6,4,25966000,144180,0,5,107,70
C1476,453,1,3,8,32.1,6,4,35462000,151110,0,5,107,70
C1476,453,1,3,8,32.1,6,4,7527000,585000,0,5,107,70
C1476,453,1,3,8,32.1,6,4,76089000,144820,0,5,107,70
C1476,453,1,3,8,32.1,6,4,34810000,92900,0,5,107,70
C1476,453,1,3,8,72.16,6,4,13007000,229990,0,5,107,70
C1077,861,0,3,6,36.65,21,1,12483000,84880,0,5,612,236
C1077,861,0,3,6,46.9,21,1,19973000,147300,0,5,612,236
C1077,861,0,3,6,51.93,21,1,23720000,184760,0,5,612,236
C1068,806,0,15,6,36.65,11,1,11234000,106090,0,2,804,510
C1068,806,0,15,6,36.98,11,1,11234000,106090,0,2,804,510
C1068,806,0,15,6,41.55,11,1,14981000,124830,0,2,804,510
C1068,806,0,15,6,46.86,11,1,18726000,149810,0,2,804,510
C1068,806,0,15,6,46.98,11,1,18726000,149810,0,2,804,510
C1068,806,0,15,6,51.93,11,1,24343000,168520,0,2,804,510
C1983,903,0,15,3,36,3,1,10363000,149010,0,4,200,253
C1983,903,0,15,3,35.28,3,1,10060000,145290,1,4,200,253
C1983,903,0,15,3,35.28,3,1,10060000,145290,1,4,200,253
C1983,903,0,15,7,26.37,3,3,8083000,124180,0,4,200,253
C1983,903,0,15,7,31.32,3,3,9670000,142850,0,4,200,253
C1983,903,1,15,8,31.84,3,4,26082000,308130,0,4,200,253
C1983,903,1,15,8,31.84,3,4,21628000,28140,0,4,200,253
C1983,903,1,15,8,31.84,3,4,24520000,368980,0,4,200,253
C1983,903,1,15,8,31.84,3,4,15080000,368980,1,4,200,253
C1983,903,1,15,8,31.84,3,4,45003000,17060,0,4,200,253
C1983,903,1,15,8,31.84,3,4,29086000,123750,0,4,200,253
C1983,903,1,15,8,31.84,3,4,12646000,123750,0,4,200,253
C1983,903,1,15,8,31.84,3,4,18040000,170940,0,4,200,253
C1983,903,1,15,8,63.68,3,4,44868000,79980,0,4,200,253
C1983,903,1,15,8,126.65,3,4,27274000,259660,0,4,200,253
C2135,1116,0,8,7,26.37,10,3,9363000,124390,1,3,262,127
C2135,1116,0,8,7,26.37,10,3,9363000,124390,1,3,262,127
C2135,1116,0,8,7,31.32,10,3,10692000,137660,1,3,262,127
C2135,1116,1,8,8,14.1,10,4,19204000,665490,1,3,262,127
C2135,1116,1,8,8,18.98,10,4,27252000,106090,1,3,262,127
C2135,1116,1,8,8,19.36,10,4,22579000,108130,1,3,262,127
C2135,1116,1,8,8,21.46,10,4,6989000,161290,1,3,262,127
C2135,1116,1,8,8,21.46,10,4,13441000,284650,1,3,262,127
C2135,1116,1,8,8,22.83,10,4,36494000,113950,1,3,262,127
C2135,1116,1,8,8,23.4,10,4,5.50E+07,209240,1,3,262,127
C2135,1116,1,8,8,23.4,10,4,14863000,156030,1,3,262,127
C2135,1116,1,8,8,23.4,10,4,23520000,186010,1,3,262,127
C2135,1116,1,8,8,23.4,10,4,37764000,102800,1,3,262,127
C2135,1116,1,8,8,27.55,10,4,21024000,334400,1,3,262,127
C2135,1116,1,8,8,29.17,10,4,18581000,290430,1,3,262,127
C2135,1116,1,8,8,31.92,10,4,7172000,136660,1,3,262,127
C2135,1116,1,8,8,32.6,10,4,10220000,37360,1,3,262,127
C2135,1116,1,8,8,36.57,10,4,23687000,480000,1,3,262,127
C2135,1116,1,8,8,50.08,10,4,16821000,470000,1,3,262,127
C2135,1116,1,8,8,240.22,10,4,37454000,69250,1,3,262,127
C2034,1486,0,8,7,26.37,2,3,9363000,124390,1,3,405,132
C2034,1486,0,8,7,26.37,2,3,9363000,124390,1,3,405,132
C2034,1486,0,8,7,31.32,2,3,10692000,137660,1,3,405,132
C2034,1486,1,8,8,14.1,2,4,9908000,107130,1,3,405,132
C2034,1486,1,8,8,18.98,2,4,18175000,204940,1,3,405,132
C2034,1486,1,8,8,19.36,2,4,6.50E+07,84230,1,3,405,132
C2034,1486,1,8,8,21.46,2,4,39349000,122000,1,3,405,132
C2034,1486,1,8,8,21.46,2,4,32473000,210900,1,3,405,132
C2034,1486,1,8,8,22.83,2,4,46400000,460000,1,3,405,132
C2034,1486,1,8,8,23.4,2,4,14606000,101110,1,3,405,132
