유역평균강수6,강우(A지역)6,강우(B지역)6,강우(C지역)6,강우(D지역)6,수위(E지역)6,수위(D지역)6
63.6,162.0,51.0,18.0,26.0,5.0,125.6
64.5,161.0,52.0,18.0,27.0,5.7,125.6
68.5,163.0,54.0,19.0,44.0,6.3,125.7
74.1,166.0,64.0,19.0,53.0,6.7,125.7
77.1,175.0,81.0,19.0,54.0,6.9,125.8
81.1,179.0,81.0,20.0,55.0,7.2,125.8
85.4,208.0,80.0,20.0,54.0,7.8,125.8
90.7,216.0,81.0,20.0,54.0,8.3,125.9
93.0,216.0,80.0,20.0,55.0,8.6,125.9
94.9,210.0,80.0,22.0,57.0,8.6,126.0
96.3,209.0,80.0,22.0,59.0,8.6,126.0
98.7,229.0,81.0,25.0,59.0,8.6,126.1
99.6,228.0,81.0,25.0,59.0,8.6,126.2
99.8,231.0,81.0,25.0,59.0,8.8,126.2
100.1,229.0,81.0,25.0,60.0,9.2,126.3
100.2,228.0,81.0,25.0,60.0,9.7,126.4
100.7,242.0,81.0,25.0,60.0,10.0,126.5
102.5,241.0,81.0,31.0,61.0,10.1,126.7
105.9,241.0,81.0,32.0,69.0,10.1,126.8
107.9,243.0,88.0,32.0,74.0,9.9,126.9
108.6,241.0,88.0,31.0,74.0,9.8,127.1
109.0,241.0,88.0,29.0,73.0,9.5,127.2
109.3,241.0,88.0,28.0,73.0,9.2,127.4
109.3,241.0,88.0,25.0,73.0,8.9,127.6
109.3,241.0,88.0,16.0,72.0,8.6,127.8
109.4,241.0,88.0,16.0,72.0,8.4,128.0
109.5,241.0,88.0,18.0,72.0,8.2,128.2
109.2,241.0,87.0,18.0,71.0,8.0,128.4
108.9,241.0,87.0,18.0,67.0,7.7,128.7
108.6,241.0,87.0,18.0,62.0,7.5,128.9
108.4,241.0,87.0,18.0,62.0,7.4,129.1
108.1,241.0,86.0,18.0,59.0,7.2,129.3
107.9,241.0,86.0,17.0,59.0,7.1,129.5
107.5,241.0,85.0,17.0,59.0,6.9,129.7
107.0,241.0,85.0,17.0,59.0,6.7,129.9
106.4,241.0,85.0,17.0,58.0,6.6,130.1
104.9,242.0,84.0,17.0,58.0,6.4,130.3
100.3,242.0,81.0,17.0,57.0,6.3,130.5
95.0,243.0,75.0,17.0,56.0,6.2,130.7
89.1,242.0,61.0,16.0,55.0,6.0,130.8
83.3,242.0,55.0,16.0,55.0,5.9,131.0
81.7,242.0,52.0,16.0,50.0,5.8,131.2
80.8,252.0,52.0,15.0,49.0,5.7,131.3
79.6,252.0,51.0,15.0,32.0,5.6,131.4
78.9,259.0,55.0,15.0,24.0,5.5,131.6
82.1,257.0,55.0,15.0,30.0,5.5,131.7
79.8,257.0,59.0,13.0,30.0,5.4,131.8
76.0,254.0,57.0,13.0,37.0,5.3,131.9
75.4,242.0,57.0,10.0,45.0,5.3,132.0
75.1,213.0,61.0,10.0,44.0,5.2,132.0
73.2,197.0,59.0,10.0,42.0,5.2,132.1
72.7,193.0,59.0,10.0,48.0,5.2,132.2
71.3,190.0,58.0,10.0,48.0,5.2,132.2
67.2,212.0,40.0,10.0,49.0,5.2,132.2
65.0,213.0,39.0,3.0,49.0,5.3,132.3
60.3,212.0,39.0,2.0,49.0,5.4,132.3
55.4,189.0,38.0,3.0,49.0,5.4,132.3
50.5,180.0,38.0,3.0,49.0,5.4,132.3
48.6,179.0,40.0,3.0,48.0,5.5,132.3
48.1,180.0,43.0,3.0,40.0,5.5,132.4
47.3,176.0,44.0,3.0,35.0,5.5,132.4
46.9,181.0,44.0,3.0,35.0,5.5,132.3
56.0,180.0,46.0,3.0,35.0,5.5,132.3
64.1,201.0,55.0,1.0,38.0,5.6,132.3
77.0,218.0,59.0,5.0,45.0,5.8,132.3
92.1,212.0,70.0,12.0,54.0,6.0,132.3
104.0,180.0,106.0,24.0,59.0,6.1,132.2
109.3,171.0,122.0,24.0,76.0,6.2,132.2
110.9,244.0,119.0,25.0,77.0,6.3,132.2
112.6,240.0,120.0,28.0,79.0,6.4,132.1
114.6,238.0,121.0,30.0,81.0,7.6,132.1
115.4,216.0,121.0,31.0,82.0,9.9,132.1
116.9,215.0,122.0,37.0,82.0,12.0,132.0
121.1,212.0,122.0,38.0,91.0,13.4,132.0
127.0,212.0,132.0,41.0,107.0,13.7,132.0
133.7,212.0,144.0,45.0,110.0,13.7,132.0
140.0,197.0,160.0,45.0,111.0,13.4,132.0
148.3,197.0,172.0,46.0,116.0,13.1,132.0
157.7,197.0,200.0,46.0,123.0,12.6,132.1
170.3,195.0,230.0,47.0,130.0,12.0,132.1
185.8,195.0,247.0,47.0,146.0,11.5,132.2
204.3,195.0,268.0,66.0,172.0,11.3,132.3
216.8,195.0,278.0,81.0,181.0,11.4,132.5
224.5,195.0,284.0,88.0,183.0,12.1,132.6
234.1,195.0,290.0,101.0,187.0,13.4,132.8
246.0,195.0,300.0,115.0,201.0,14.6,133.0
261.2,195.0,317.0,131.0,210.0,15.5,133.1
273.8,195.0,328.0,139.0,220.0,16.1,133.4
283.8,196.0,339.0,148.0,228.0,16.5,133.6
293.1,214.0,346.0,180.0,232.0,16.5,133.9
298.9,215.0,350.0,190.0,237.0,16.5,134.2
303.2,218.0,353.0,205.0,243.0,16.6,134.5
309.6,224.0,357.0,217.0,241.0,16.6,134.9
315.2,227.0,357.0,225.0,247.0,16.7,135.3
318.4,228.0,359.0,233.0,250.0,16.6,135.8
315.2,228.0,355.0,238.0,252.0,16.5,136.2
314.5,227.0,356.0,242.0,252.0,16.1,136.7
315.1,227.0,356.0,245.0,252.0,15.5,137.2
315.3,226.0,352.0,246.0,253.0,14.8,137.6
315.2,227.0,352.0,247.0,253.0,14.1,138.1
315.0,228.0,349.0,247.0,254.0,13.4,138.6
314.5,230.0,340.0,247.0,255.0,12.7,139.0
312.5,221.0,341.0,242.0,258.0,12.1,139.5
312.0,225.0,343.0,231.0,261.0,11.5,139.9
312.0,222.0,345.0,231.0,259.0,11.0,140.4
312.7,225.0,346.0,230.0,252.0,10.6,140.8
313.6,225.0,347.0,227.0,243.0,10.2,141.2
314.2,226.0,346.0,228.0,239.0,9.9,141.6
314.7,227.0,345.0,228.0,223.0,9.6,142.0
314.7,229.0,345.0,227.0,227.0,9.3,142.3
314.7,229.0,346.0,228.0,226.0,9.1,142.6
312.9,228.0,344.0,225.0,224.0,8.9,142.9
303.1,228.0,335.0,221.0,223.0,8.7,143.1
294.9,203.0,332.0,221.0,223.0,8.5,143.3
282.1,200.0,321.0,221.0,214.0,8.4,143.5
267.5,199.0,285.0,225.0,199.0,8.3,143.6
256.4,204.0,269.0,227.0,197.0,8.2,143.7
251.0,205.0,266.0,233.0,197.0,8.1,143.7
248.5,205.0,267.0,218.0,193.0,7.9,143.8
248.9,209.0,269.0,207.0,193.0,7.8,143.8
249.8,211.0,271.0,201.0,194.0,7.8,143.8
251.7,208.0,273.0,189.0,180.0,7.7,143.7
253.1,208.0,277.0,177.0,156.0,7.6,143.7
252.5,186.0,272.0,162.0,147.0,7.6,143.6
250.1,164.0,264.0,158.0,146.0,7.5,143.5
249.2,173.0,253.0,153.0,149.0,7.5,143.5
248.7,179.0,246.0,128.0,139.0,7.5,143.4
246.8,184.0,223.0,126.0,132.0,7.6,143.3
240.5,114.0,198.0,112.0,123.0,7.7,143.2
231.2,119.0,184.0,101.0,110.0,7.9,143.1
218.3,123.0,166.0,93.0,100.0,8.0,143.0
202.8,127.0,159.0,86.0,97.0,8.2,142.9
192.9,131.0,155.0,84.0,93.0,8.4,142.8
187.0,132.0,150.0,83.0,88.0,8.6,142.7
178.5,134.0,141.0,80.0,83.0,8.8,142.6
168.3,137.0,126.0,81.0,80.0,9.1,142.6
154.1,140.0,115.0,80.0,78.0,9.2,142.5
142.8,141.0,106.0,81.0,77.0,9.3,142.4
133.4,142.0,101.0,77.0,78.0,9.3,142.3
125.9,143.0,99.0,80.0,83.0,9.3,142.3
121.7,144.0,96.0,83.0,83.0,9.3,142.2
116.5,145.0,92.0,84.0,83.0,9.3,142.2
111.4,145.0,88.0,90.0,85.0,9.2,142.1
107.5,150.0,87.0,94.0,84.0,9.1,142.1
104.8,153.0,88.0,93.0,81.0,9.0,142.1
105.2,156.0,90.0,93.0,82.0,8.8,142.1
106.2,160.0,91.0,90.0,84.0,8.7,142.0
107.4,162.0,94.0,90.0,87.0,8.6,142.0
108.1,161.0,96.0,92.0,87.0,8.5,142.0
108.5,143.0,96.0,93.0,87.0,8.3,142.0
108.3,142.0,95.0,93.0,82.0,8.2,142.0
107.0,139.0,95.0,93.0,82.0,8.1,142.0
105.2,133.0,93.0,89.0,82.0,8.0,142.0
103.2,130.0,91.0,86.0,82.0,8.0,142.0
101.2,129.0,89.0,80.0,82.0,7.9,142.0
100.0,129.0,88.0,76.0,82.0,7.8,142.0
98.7,129.0,86.0,72.0,81.0,7.8,141.9
97.1,130.0,84.0,71.0,80.0,7.7,141.9
95.4,130.0,82.0,70.0,79.0,7.6,141.9
93.4,129.0,81.0,68.0,78.0,7.5,141.9
92.4,128.0,81.0,67.0,71.0,7.4,141.8
91.9,126.0,81.0,63.0,63.0,7.3,141.8
91.6,125.0,80.0,59.0,61.0,7.1,141.8
91.4,121.0,80.0,52.0,59.0,7.0,141.7
0.5,0.0,1.0,1.0,0.0,2.9,134.5
1.5,1.0,2.0,2.0,1.0,2.9,134.5
2.6,2.0,2.0,3.0,2.0,2.9,134.4
4.0,6.0,3.0,4.0,3.0,2.9,134.4
5.4,11.0,4.0,4.0,4.0,2.9,134.4
6.3,11.0,4.0,5.0,6.0,2.9,134.4
6.6,11.0,5.0,5.0,6.0,2.9,134.4
7.6,11.0,5.0,7.0,7.0,2.9,134.3
9.8,11.0,7.0,11.0,9.0,2.9,134.3
11.9,13.0,8.0,16.0,11.0,2.9,134.3
14.8,15.0,11.0,18.0,15.0,2.9,134.3
15.3,16.0,11.0,19.0,15.0,2.9,134.3
16.8,17.0,11.0,24.0,17.0,2.9,134.2
18.8,20.0,12.0,27.0,19.0,2.9,134.2
19.8,22.0,12.0,29.0,20.0,2.9,134.2
20.1,22.0,13.0,29.0,20.0,2.9,134.2
20.2,22.0,13.0,30.0,20.0,2.9,134.2
20.4,22.0,13.0,30.0,20.0,2.9,134.1
20.5,22.0,13.0,31.0,21.0,2.9,134.1
20.6,22.0,13.0,31.0,21.0,2.9,134.1
20.9,22.0,13.0,31.0,21.0,2.9,134.0
21.1,22.0,13.0,31.0,21.0,2.9,134.0
21.1,22.0,13.0,31.0,21.0,2.9,133.9
21.1,22.0,13.0,31.0,21.0,2.9,133.8
21.1,23.0,13.0,31.0,21.0,2.9,133.8
21.1,23.0,13.0,31.0,21.0,2.9,133.7
21.1,23.0,13.0,31.0,21.0,2.9,133.6
21.1,23.0,13.0,31.0,21.0,2.9,133.5
21.1,23.0,13.0,31.0,21.0,2.9,133.4
21.1,23.0,13.0,31.0,21.0,2.9,133.3
21.3,23.0,13.0,31.0,21.0,2.9,133.1
21.3,23.0,13.0,31.0,21.0,2.9,133.0
21.3,23.0,13.0,31.0,21.0,2.9,132.9
21.3,23.0,13.0,31.0,21.0,2.9,132.7
21.4,23.0,13.0,31.0,21.0,2.9,132.6
22.1,24.0,13.0,32.0,22.0,2.9,132.4
22.7,25.0,13.0,32.0,22.0,2.9,132.3
23.2,25.0,13.0,31.0,22.0,2.9,132.1
24.0,29.0,13.0,30.0,22.0,2.9,132.0
24.6,31.0,14.0,30.0,22.0,2.9,131.8
24.9,31.0,14.0,29.0,22.0,2.9,131.7
27.4,33.0,14.0,36.0,24.0,2.9,131.5
32.4,39.0,19.0,36.0,28.0,2.9,131.4
35.7,56.0,23.0,36.0,27.0,2.9,131.3
38.4,65.0,23.0,34.0,26.0,2.9,131.1
40.7,72.0,24.0,30.0,25.0,2.9,131.0
45.4,80.0,25.0,29.0,25.0,2.9,130.9
50.7,93.0,28.0,27.0,25.0,2.9,130.8
54.8,103.0,29.0,26.0,25.0,2.9,130.6
58.5,106.0,30.0,21.0,25.0,2.9,130.5
62.0,116.0,30.0,18.0,24.0,2.9,130.5
70.6,116.0,47.0,27.0,43.0,2.9,130.4
77.1,116.0,53.0,44.0,61.0,3.0,130.3
81.3,118.0,58.0,49.0,71.0,3.0,130.2
86.0,122.0,68.0,55.0,74.0,3.2,130.1
91.5,125.0,71.0,62.0,86.0,3.5,130.1
100.2,128.0,83.0,74.0,98.0,4.7,130.0
105.7,130.0,85.0,95.0,101.0,5.3,130.0
107.8,136.0,87.0,96.0,107.0,5.6,129.9
110.3,141.0,86.0,110.0,109.0,5.9,129.9
111.4,148.0,87.0,114.0,111.0,6.2,129.9
115.3,150.0,89.0,121.0,112.0,6.6,129.9
117.3,153.0,93.0,123.0,115.0,6.9,130.0
118.6,154.0,99.0,126.0,118.0,7.2,130.0
120.9,153.0,102.0,130.0,122.0,7.5,130.1
122.5,156.0,105.0,131.0,123.0,7.7,130.2
123.7,159.0,105.0,131.0,123.0,8.1,130.3
124.6,164.0,105.0,132.0,124.0,8.4,130.4
126.1,168.0,106.0,132.0,124.0,8.8,130.6
127.3,171.0,106.0,132.0,126.0,8.8,130.7
127.2,169.0,106.0,133.0,126.0,8.7,130.9
128.1,168.0,106.0,136.0,127.0,8.7,131.0
129.6,167.0,106.0,138.0,127.0,8.6,131.2
131.1,164.0,106.0,145.0,127.0,8.5,131.4
134.5,162.0,106.0,157.0,127.0,8.4,131.7
137.2,163.0,107.0,158.0,127.0,8.3,131.9
141.8,165.0,107.0,159.0,126.0,8.2,132.1
148.5,165.0,115.0,159.0,144.0,8.0,132.4
152.9,169.0,119.0,152.0,156.0,8.0,132.6
157.5,169.0,119.0,152.0,156.0,8.0,132.9
162.8,179.0,126.0,152.0,168.0,8.1,133.1
169.3,184.0,127.0,153.0,176.0,8.3,133.4
175.9,184.0,128.0,156.0,182.0,8.6,133.6
180.0,184.0,128.0,153.0,181.0,9.2,133.9
182.4,183.0,128.0,155.0,188.0,9.7,134.1
183.3,183.0,128.0,157.0,192.0,9.7,134.3
183.9,183.0,128.0,158.0,194.0,9.6,134.6
184.5,183.0,128.0,159.0,192.0,9.5,134.8
184.1,183.0,127.0,149.0,193.0,9.4,135.1
183.6,183.0,127.0,132.0,192.0,9.2,135.3
183.3,183.0,127.0,126.0,190.0,9.0,135.6
180.8,183.0,122.0,120.0,189.0,8.8,135.8
175.8,183.0,118.0,112.0,166.0,8.5,136.1
172.5,183.0,118.0,100.0,148.0,8.2,136.3
169.8,183.0,117.0,79.0,136.0,8.0,136.6
167.5,182.0,116.0,78.0,131.0,7.8,136.8
162.8,181.0,113.0,64.0,118.0,7.5,137.1
157.5,181.0,112.0,60.0,106.0,7.3,137.3
153.4,177.0,110.0,53.0,103.0,7.1,137.6
149.7,175.0,109.0,51.0,97.0,6.9,137.8
11.9,6.0,6.0,1.0,0.0,2.6,129.3
12.0,6.0,6.0,1.0,0.0,2.6,129.4
12.1,6.0,6.0,1.0,0.0,2.6,129.4
12.0,6.0,4.0,1.0,0.0,2.6,129.4
9.9,6.0,4.0,1.0,0.0,2.6,129.4
8.0,6.0,1.0,1.0,0.0,2.6,129.4
8.1,7.0,1.0,1.0,0.0,2.6,129.4
8.3,23.0,1.0,1.0,0.0,2.6,129.4
6.4,23.0,1.0,1.0,0.0,2.6,129.4
5.9,23.0,1.0,1.0,0.0,2.6,129.4
5.9,20.0,1.0,1.0,0.0,2.6,129.4
5.7,20.0,1.0,1.0,0.0,2.6,129.4
5.7,20.0,1.0,1.0,0.0,2.5,129.4
5.9,20.0,1.0,1.0,3.0,2.5,129.4
6.3,20.0,1.0,1.0,3.0,2.5,129.4
6.7,21.0,1.0,1.0,3.0,2.5,129.4
9.0,22.0,1.0,1.0,3.0,2.5,129.4
12.2,26.0,1.0,1.0,3.0,2.5,129.4
18.0,35.0,1.0,1.0,17.0,2.5,129.4
22.7,39.0,11.0,1.0,26.0,2.5,129.4
27.6,44.0,11.0,3.0,26.0,2.5,129.4
33.9,55.0,15.0,11.0,39.0,2.5,129.4
43.2,64.0,26.0,33.0,46.0,2.5,129.4
45.7,67.0,31.0,35.0,47.0,2.6,129.4
46.3,68.0,32.0,35.0,48.0,2.6,129.4
47.3,71.0,32.0,35.0,48.0,2.7,129.4
48.1,71.0,32.0,41.0,48.0,2.7,129.4
49.6,73.0,32.0,43.0,49.0,2.9,129.5
50.7,73.0,33.0,45.0,51.0,3.2,129.5
53.2,73.0,33.0,79.0,56.0,3.8,129.5
56.5,73.0,35.0,90.0,65.0,4.2,129.5
59.1,73.0,38.0,91.0,69.0,4.4,129.5
60.2,73.0,39.0,91.0,70.0,4.6,129.6
60.6,73.0,39.0,92.0,72.0,4.7,129.6
62.5,75.0,43.0,92.0,78.0,4.8,129.6
64.5,76.0,44.0,92.0,79.0,4.9,129.6
70.0,77.0,53.0,92.0,89.0,5.1,129.6
75.9,77.0,57.0,93.0,146.0,5.2,129.7
82.5,78.0,58.0,94.0,186.0,5.3,129.7
87.7,78.0,60.0,95.0,204.0,5.7,129.7
93.5,78.0,62.0,96.0,216.0,6.3,129.8
97.8,79.0,68.0,97.0,218.0,7.0,129.8
99.5,80.0,70.0,99.0,219.0,7.7,129.9
99.7,80.0,70.0,99.0,219.0,8.1,129.9
99.7,80.0,70.0,99.0,219.0,8.3,130.0
99.7,80.0,70.0,99.0,219.0,8.4,130.1
99.7,80.0,70.0,99.0,219.0,8.3,130.2
99.7,80.0,70.0,99.0,219.0,8.1,130.3
99.7,80.0,70.0,99.0,219.0,7.9,130.4
99.7,80.0,70.0,99.0,219.0,7.7,130.5
99.0,80.0,70.0,99.0,219.0,7.4,130.6
99.0,80.0,70.0,102.0,219.0,7.2,130.7
99.0,80.0,70.0,106.0,219.0,6.9,130.8
99.3,81.0,70.0,106.0,220.0,6.7,130.9
100.5,81.0,76.0,106.0,217.0,6.5,131.1
100.0,81.0,77.0,106.0,217.0,6.4,131.2
98.5,81.0,76.0,106.0,217.0,6.2,131.3
97.5,81.0,76.0,104.0,217.0,6.1,131.5
96.6,81.0,76.0,97.0,217.0,5.9,131.6
96.6,81.0,76.0,75.0,203.0,5.8,131.7
96.6,81.0,76.0,73.0,194.0,5.7,131.9
97.8,81.0,76.0,80.0,194.0,5.5,132.0
100.3,81.0,76.0,80.0,182.0,5.5,132.1
102.7,81.0,76.0,75.0,177.0,5.4,132.2
105.4,81.0,77.0,73.0,180.0,5.4,132.3
107.0,82.0,77.0,74.0,179.0,5.3,132.4
110.1,81.0,77.0,44.0,188.0,5.3,132.5
112.3,68.0,79.0,33.0,212.0,5.5,132.6
110.1,72.0,74.0,32.0,226.0,5.8,132.7
107.2,72.0,78.0,32.0,233.0,6.0,132.8
102.4,72.0,75.0,31.0,228.0,6.3,132.9
96.1,72.0,64.0,31.0,219.0,6.6,133.0
86.8,72.0,59.0,32.0,215.0,6.8,133.0
84.3,72.0,58.0,32.0,214.0,6.7,133.1
83.7,72.0,58.0,30.0,212.0,6.6,133.2
82.7,71.0,58.0,29.0,206.0,6.5,133.3
81.9,68.0,58.0,28.0,205.0,6.4,133.3
80.4,63.0,57.0,27.0,195.0,6.3,133.4
79.3,54.0,57.0,26.0,138.0,6.1,133.5
76.8,50.0,55.0,24.0,98.0,6.0,133.6
73.5,45.0,52.0,24.0,80.0,5.9,133.6
0.6,0.0,0.0,1.0,3.0,2.5,140.4
2.0,1.0,0.0,1.0,3.0,2.5,140.4
4.6,9.0,2.0,2.0,4.0,2.5,140.3
8.0,10.0,7.0,3.0,8.0,2.5,140.3
10.0,12.0,11.0,3.0,9.0,2.5,140.3
11.9,14.0,15.0,3.0,10.0,2.5,140.3
13.7,16.0,17.0,3.0,11.0,2.5,140.3
16.3,19.0,19.0,5.0,14.0,2.5,140.2
22.6,23.0,23.0,14.0,20.0,2.5,140.2
30.7,33.0,30.0,17.0,30.0,2.5,140.2
37.0,43.0,34.0,22.0,35.0,2.5,140.2
44.0,51.0,38.0,25.0,39.0,2.5,140.2
56.2,80.0,40.0,38.0,56.0,2.6,140.1
69.2,86.0,63.0,57.0,63.0,2.6,140.1
82.7,93.0,80.0,80.0,94.0,2.7,140.1
92.6,100.0,100.0,89.0,102.0,2.8,140.1
100.1,107.0,112.0,97.0,110.0,3.0,140.1
104.3,115.0,116.0,98.0,115.0,3.3,140.1
105.8,117.0,116.0,98.0,116.0,3.9,140.1
108.1,125.0,116.0,98.0,116.0,4.6,140.1
108.7,125.0,116.0,98.0,116.0,5.2,140.1
109.0,126.0,116.0,98.0,116.0,6.0,140.1
109.1,127.0,116.0,98.0,116.0,7.4,140.1
109.3,127.0,116.0,98.0,116.0,8.3,140.1
109.3,127.0,116.0,98.0,116.0,8.7,140.1
109.3,127.0,116.0,98.0,116.0,8.8,140.1
109.3,127.0,116.0,98.0,116.0,8.9,140.1
109.3,127.0,116.0,98.0,116.0,8.8,140.2
109.3,127.0,116.0,98.0,116.0,8.6,140.2
109.3,127.0,116.0,98.0,116.0,8.4,140.3
109.3,127.0,116.0,98.0,116.0,8.2,140.3
109.3,127.0,116.0,98.0,116.0,7.9,140.4
109.3,127.0,116.0,98.0,116.0,7.7,140.5
109.3,127.0,116.0,98.0,116.0,7.5,140.5
1.6,0.0,0.0,2.0,0.0,2.5,121.5
2.2,1.0,0.0,2.0,0.0,2.5,121.5
2.5,1.0,1.0,2.0,0.0,2.5,121.5
2.5,1.0,1.0,2.0,0.0,2.4,121.5
2.5,1.0,1.0,3.0,0.0,2.4,121.5
2.7,1.0,1.0,3.0,0.0,2.4,121.5
2.8,1.0,1.0,3.0,0.0,2.4,121.5
3.1,1.0,1.0,3.0,0.0,2.4,121.5
4.4,9.0,2.0,3.0,0.0,2.4,121.5
7.5,23.0,2.0,2.0,0.0,2.4,121.5
10.1,32.0,3.0,2.0,0.0,2.4,121.5
14.8,54.0,5.0,2.0,0.0,2.4,121.5
20.5,77.0,10.0,2.0,4.0,2.4,121.5
26.0,96.0,13.0,2.0,10.0,2.4,121.5
31.8,117.0,19.0,2.0,13.0,2.4,121.5
37.6,128.0,26.0,2.0,15.0,2.4,121.5
42.9,139.0,28.0,2.0,15.0,2.4,121.5
46.6,168.0,29.0,2.0,15.0,2.4,121.5
47.9,170.0,30.0,2.0,16.0,2.4,121.5
48.6,171.0,30.0,2.0,16.0,2.4,121.5
49.4,172.0,30.0,2.0,16.0,2.4,121.5
55.8,179.0,32.0,11.0,19.0,2.4,121.5
67.6,181.0,41.0,14.0,69.0,2.4,121.5
75.1,189.0,59.0,14.0,76.0,2.4,121.5
83.3,214.0,80.0,14.0,82.0,2.5,121.5
93.6,219.0,84.0,25.0,85.0,4.6,121.5
104.8,224.0,123.0,35.0,96.0,5.5,121.5
116.4,235.0,140.0,59.0,96.0,5.8,121.5
126.8,235.0,149.0,81.0,98.0,6.1,121.5
129.9,236.0,149.0,86.0,100.0,6.4,121.5
134.4,242.0,150.0,94.0,108.0,6.7,121.5
143.1,250.0,156.0,100.0,117.0,7.0,121.5
148.5,252.0,169.0,104.0,119.0,7.3,121.5
150.5,252.0,170.0,104.0,119.0,7.6,121.5
152.9,254.0,171.0,110.0,119.0,7.9,121.5
163.1,266.0,173.0,139.0,144.0,8.2,121.5
176.7,268.0,175.0,156.0,174.0,8.5,121.5
186.0,274.0,193.0,158.0,177.0,8.8,121.5
189.3,274.0,201.0,158.0,177.0,9.1,121.5
190.8,274.0,205.0,158.0,177.0,9.6,121.5
191.1,275.0,208.0,158.0,177.0,10.2,121.5
191.1,275.0,208.0,157.0,177.0,10.8,121.5
191.1,275.0,208.0,157.0,177.0,10.7,121.5
191.2,275.0,208.0,157.0,177.0,10.5,121.5
191.4,275.0,208.0,157.0,177.0,10.3,121.5
191.5,275.0,208.0,157.0,177.0,10.2,121.5
191.6,275.0,208.0,157.0,177.0,10.0,121.5
191.6,275.0,208.0,157.0,177.0,9.8,121.5
191.6,275.0,208.0,157.0,177.0,9.5,121.5
191.7,275.0,208.0,157.0,177.0,9.2,121.5
192.3,275.0,213.0,157.0,177.0,9.0,121.5
192.1,275.0,214.0,157.0,177.0,8.7,121.5
191.9,275.0,214.0,157.0,177.0,8.4,121.5
192.6,275.0,219.0,157.0,173.0,8.1,121.5
