홍수사상번호,연,월,일,시간,유입량
1,2006,7,12,23,1858.309549
1,2006,7,12,24,2200.770442
1,2006,7,13,1,2511.200044
1,2006,7,13,2,2806.331985
1,2006,7,13,3,3116.217372
1,2006,7,13,4,3452.600134
1,2006,7,13,5,3753.99548
1,2006,7,13,6,3940.61144
1,2006,7,13,7,3967.231759
1,2006,7,13,8,3926.943038
1,2006,7,13,9,3947.407595
1,2006,7,13,10,4126.088131
1,2006,7,13,11,4439.64889
1,2006,7,13,12,4834.5545
1,2006,7,13,13,5243.433493
1,2006,7,13,14,5543.570004
1,2006,7,13,15,5632.572322
1,2006,7,13,16,5544.689743
1,2006,7,13,17,5348.331817
1,2006,7,13,18,5102.829996
1,2006,7,13,19,4831.203347
1,2006,7,13,20,4547.392841
1,2006,7,13,21,4264.156381
1,2006,7,13,22,3989.51959
1,2006,7,13,23,3730.32502
1,2006,7,13,24,3492.29881
1,2006,7,14,1,3276.701446
1,2006,7,14,2,3083.677002
1,2006,7,14,3,2913.301703
1,2006,7,14,4,2765.380394
1,2006,7,14,5,2639.650075
1,2006,7,14,6,2533.421938
1,2006,7,14,7,2434.303935
1,2006,7,14,8,2327.478212
1,2006,7,14,9,2204.343678
1,2006,7,14,10,2081.166295
1,2006,7,14,11,1980.428786
1,2006,7,14,12,1917.921884
1,2006,7,14,13,1882.668349
1,2006,7,14,14,1856.99895
1,2006,7,14,15,1829.918822
1,2006,7,14,16,1817.13056
1,2006,7,14,17,1833.079388
1,2006,7,14,18,1860.483572
1,2006,7,14,19,1874.129638
1,2006,7,14,20,1855.610625
1,2006,7,14,21,1813.74562
1,2006,7,14,22,1764.160221
1,2006,7,14,23,1720.585244
1,2006,7,14,24,1689.172367
1,2006,7,15,1,1674.178489
1,2006,7,15,2,1678.137501
1,2006,7,15,3,1696.691286
1,2006,7,15,4,1723.758722
1,2006,7,15,5,1752.552366
1,2006,7,15,6,1773.459484
1,2006,7,15,7,1776.161022
1,2006,7,15,8,1754.674031
1,2006,7,15,9,1720.359987
1,2006,7,15,10,1688.916475
1,2006,7,15,11,1674.478443
1,2006,7,15,12,1684.930304
1,2006,7,15,13,1726.593837
1,2006,7,15,14,1799.26964
1,2006,7,15,15,1876.673598
1,2006,7,15,16,1926.000417
1,2006,7,15,17,1999.903357
1,2006,7,15,18,2492.869896
1,2006,7,15,19,3744.195564
1,2006,7,15,20,5530.573882
1,2006,7,15,21,7488.047869
1,2006,7,15,22,9277.372727
1,2006,7,15,23,10658.15238
1,2006,7,15,24,11414.70295
1,2006,7,16,1,11421.58913
1,2006,7,16,2,10914.37006
1,2006,7,16,3,10218.85346
1,2006,7,16,4,9634.043068
1,2006,7,16,5,9351.726692
1,2006,7,16,6,9536.888156
1,2006,7,16,7,10306.82928
1,2006,7,16,8,11588.12383
1,2006,7,16,9,13259.6636
1,2006,7,16,10,15180.11774
1,2006,7,16,11,17127.26494
1,2006,7,16,12,18858.6613
1,2006,7,16,13,20174.20355
1,2006,7,16,14,21043.15105
1,2006,7,16,15,21477.10381
1,2006,7,16,16,21504.40226
1,2006,7,16,17,21220.34846
1,2006,7,16,18,20718.7612
1,2006,7,16,19,20020.56473
1,2006,7,16,20,19128.45963
1,2006,7,16,21,18050.90878
1,2006,7,16,22,16819.42433
1,2006,7,16,23,15471.28072
1,2006,7,16,24,14052.67539
1,2006,7,17,1,12645.49781
1,2006,7,17,2,11340.56043
1,2006,7,17,3,10209.59216
1,2006,7,17,4,9247.987689
1,2006,7,17,5,8432.058148
1,2006,7,17,6,7739.424592
1,2006,7,17,7,7152.947762
1,2006,7,17,8,6656.798321
1,2006,7,17,9,6236.714553
1,2006,7,17,10,5884.705227
1,2006,7,17,11,5594.34673
1,2006,7,17,12,5358.497749
1,2006,7,17,13,5167.14616
1,2006,7,17,14,5009.562135
1,2006,7,17,15,4877.147403
1,2006,7,17,16,4769.829906
1,2006,7,17,17,4689.669141
1,2006,7,17,18,4635.525424
1,2006,7,17,19,4593.462339
1,2006,7,17,20,4550.943123
1,2006,7,17,21,4513.826347
1,2006,7,17,22,4492.569416
1,2006,7,17,23,4495.458857
1,2006,7,17,24,4522.097697
1,2006,7,18,1,4569.918084
1,2006,7,18,2,4635.176268
1,2006,7,18,3,4709.424905
1,2006,7,18,4,4783.040753
1,2006,7,18,5,4849.43107
1,2006,7,18,6,4914.12512
1,2006,7,18,7,4985.682671
1,2006,7,18,8,5072.337093
1,2006,7,18,9,5181.016169
1,2006,7,18,10,5318.321285
1,2006,7,18,11,5485.279964
1,2006,7,18,12,5660.624275
1,2006,7,18,13,5817.512421
1,2006,7,18,14,5934.568725
1,2006,7,18,15,6012.28199
1,2006,7,18,16,6056.607138
1,2006,7,18,17,6072.353858
1,2006,7,18,18,6059.750906
1,2006,7,18,19,6017.881808
1,2006,7,18,20,5942.290677
1,2006,7,18,21,5814.363983
1,2006,7,18,22,5623.501978
1,2006,7,18,23,5405.31769
1,2006,7,18,24,5206.977343
1,2006,7,19,1,5062.315361
1,2006,7,19,2,4951.838972
1,2006,7,19,3,4842.723605
1,2006,7,19,4,4711.053643
1,2006,7,19,5,4568.549295
1,2006,7,19,6,4435.839728
1,2006,7,19,7,4327.93577
1,2006,7,19,8,4237.374915
1,2006,7,19,9,4151.076318
1,2006,7,19,10,4057.88599
1,2006,7,19,11,3954.357349
1,2006,7,19,12,3838.970667
1,2006,7,19,13,3712.538026
1,2006,7,19,14,3585.198754
1,2006,7,19,15,3469.423987
1,2006,7,19,16,3373.123471
1,2006,7,19,17,3285.961383
2,2006,7,25,24,323.9932666
2,2006,7,26,1,323.1541383
2,2006,7,26,2,293.2403128
2,2006,7,26,3,261.1776776
2,2006,7,26,4,256.3884027
2,2006,7,26,5,279.3518813
2,2006,7,26,6,319.8849692
2,2006,7,26,7,354.0971495
2,2006,7,26,8,363.6704345
2,2006,7,26,9,366.2843275
2,2006,7,26,10,381.6370858
2,2006,7,26,11,401.5044924
2,2006,7,26,12,412.0103746
2,2006,7,26,13,404.5932134
2,2006,7,26,14,373.1862929
2,2006,7,26,15,316.3874571
2,2006,7,26,16,240.8780902
2,2006,7,26,17,181.0091767
2,2006,7,26,18,166.299166
2,2006,7,26,19,179.2667662
2,2006,7,26,20,196.8294717
2,2006,7,26,21,220.499666
2,2006,7,26,22,252.1105763
2,2006,7,26,23,270.1839179
2,2006,7,26,24,257.205378
2,2006,7,27,1,234.8280423
2,2006,7,27,2,226.9954242
2,2006,7,27,3,227.6453482
2,2006,7,27,4,227.7229041
2,2006,7,27,5,236.207931
2,2006,7,27,6,259.5719429
2,2006,7,27,7,276.2184014
2,2006,7,27,8,266.3296492
2,2006,7,27,9,245.2716026
2,2006,7,27,10,233.6993571
2,2006,7,27,11,238.2411505
2,2006,7,27,12,261.0953686
2,2006,7,27,13,300.7678466
2,2006,7,27,14,350.1921619
2,2006,7,27,15,383.7054115
2,2006,7,27,16,378.6385249
2,2006,7,27,17,342.8942437
2,2006,7,27,18,295.1876479
2,2006,7,27,19,266.911359
2,2006,7,27,20,281.2130866
2,2006,7,27,21,315.5833503
2,2006,7,27,22,348.4434234
2,2006,7,27,23,407.5947841
2,2006,7,27,24,526.4366021
2,2006,7,28,1,711.3786063
2,2006,7,28,2,961.3497556
2,2006,7,28,3,1272.345368
2,2006,7,28,4,1634.165801
2,2006,7,28,5,2014.765212
2,2006,7,28,6,2423.819747
2,2006,7,28,7,3059.7397
2,2006,7,28,8,4066.954904
2,2006,7,28,9,5185.239198
2,2006,7,28,10,6094.171626
2,2006,7,28,11,6637.208051
2,2006,7,28,12,6750.333742
2,2006,7,28,13,6575.774762
2,2006,7,28,14,6282.734169
2,2006,7,28,15,5942.082186
2,2006,7,28,16,5600.405223
2,2006,7,28,17,5305.487236
2,2006,7,28,18,5099.528712
2,2006,7,28,19,5001.198688
2,2006,7,28,20,5032.944622
2,2006,7,28,21,5255.859106
2,2006,7,28,22,5681.877038
2,2006,7,28,23,6087.657409
2,2006,7,28,24,6239.639908
2,2006,7,29,1,6098.662915
2,2006,7,29,2,5706.999567
2,2006,7,29,3,5238.263323
2,2006,7,29,4,4871.484066
2,2006,7,29,5,4676.017047
2,2006,7,29,6,4710.62863
2,2006,7,29,7,5101.40426
2,2006,7,29,8,5905.210531
2,2006,7,29,9,6834.719532
2,2006,7,29,10,7558.072984
2,2006,7,29,11,7909.485615
2,2006,7,29,12,7818.601665
2,2006,7,29,13,7430.710414
2,2006,7,29,14,6928.135126
2,2006,7,29,15,6425.689982
2,2006,7,29,16,5993.694874
2,2006,7,29,17,5592.001649
2,2006,7,29,18,5172.359719
2,2006,7,29,19,4764.576811
2,2006,7,29,20,4406.145812
2,2006,7,29,21,4087.241935
2,2006,7,29,22,3793.165584
2,2006,7,29,23,3537.035585
2,2006,7,29,24,3331.977677
2,2006,7,30,1,3163.326817
2,2006,7,30,2,3010.974073
2,2006,7,30,3,2860.825742
3,2007,8,3,17,221.050131
3,2007,8,3,18,209.9806227
3,2007,8,3,19,200.3431661
3,2007,8,3,20,192.3595756
3,2007,8,3,21,185.3640845
3,2007,8,3,22,178.5951288
3,2007,8,3,23,171.8530416
3,2007,8,3,24,165.2942756
3,2007,8,4,1,159.1661743
3,2007,8,4,2,153.8496211
3,2007,8,4,3,149.853507
3,2007,8,4,4,148.0652141
3,2007,8,4,5,149.5454635
3,2007,8,4,6,155.6698433
3,2007,8,4,7,168.1144548
3,2007,8,4,8,189.4425861
3,2007,8,4,9,221.4961625
3,2007,8,4,10,262.3444714
3,2007,8,4,11,309.4154423
3,2007,8,4,12,361.3442105
3,2007,8,4,13,416.9136332
3,2007,8,4,14,474.2902475
3,2007,8,4,15,532.3304131
3,2007,8,4,16,593.2660985
3,2007,8,4,17,659.6292737
3,2007,8,4,18,731.7763037
3,2007,8,4,19,809.431484
3,2007,8,4,20,891.9664351
3,2007,8,4,21,979.3979909
3,2007,8,4,22,1074.676514
3,2007,8,4,23,1180.901824
3,2007,8,4,24,1298.838041
3,2007,8,5,1,1429.29736
3,2007,8,5,2,1575.61999
3,2007,8,5,3,1741.588108
3,2007,8,5,4,1930.223748
3,2007,8,5,5,2142.9818
3,2007,8,5,6,2375.808706
3,2007,8,5,7,2621.980591
3,2007,8,5,8,2869.600756
3,2007,8,5,9,3105.020971
3,2007,8,5,10,3312.759716
3,2007,8,5,11,3478.231719
3,2007,8,5,12,3592.26999
3,2007,8,5,13,3648.191784
3,2007,8,5,14,3645.109618
3,2007,8,5,15,3588.371991
3,2007,8,5,16,3485.142589
3,2007,8,5,17,3344.739565
3,2007,8,5,18,3177.233757
3,2007,8,5,19,2993.552304
3,2007,8,5,20,2804.16229
3,2007,8,5,21,2616.834286
3,2007,8,5,22,2438.2522
3,2007,8,5,23,2273.449797
3,2007,8,5,24,2126.566223
3,2007,8,6,1,1999.812287
3,2007,8,6,2,1894.826086
3,2007,8,6,3,1812.883211
3,2007,8,6,4,1755.108243
3,2007,8,6,5,1722.384234
3,2007,8,6,6,1715.203129
3,2007,8,6,7,1732.733969
3,2007,8,6,8,1773.748348
3,2007,8,6,9,1836.750983
3,2007,8,6,10,1918.938334
3,2007,8,6,11,2012.540734
3,2007,8,6,12,2108.835788
3,2007,8,6,13,2200.256335
3,2007,8,6,14,2279.664519
3,2007,8,6,15,2340.484465
3,2007,8,6,16,2377.050684
3,2007,8,6,17,2386.777247
3,2007,8,6,18,2368.924937
3,2007,8,6,19,2327.061816
3,2007,8,6,20,2265.686854
3,2007,8,6,21,2188.715378
3,2007,8,6,22,2100.010977
3,2007,8,6,23,2003.813929
3,2007,8,6,24,1904.130724
3,2007,8,7,1,1803.656004
4,2007,9,14,15,161.8030021
4,2007,9,14,16,157.7736563
4,2007,9,14,17,162.3439824
4,2007,9,14,18,177.3780303
4,2007,9,14,19,199.5069696
4,2007,9,14,20,227.2489559
4,2007,9,14,21,270.7900716
4,2007,9,14,22,343.7446849
4,2007,9,14,23,457.2975767
4,2007,9,14,24,605.245612
4,2007,9,15,1,776.137626
4,2007,9,15,2,955.4295546
4,2007,9,15,3,1131.43378
4,2007,9,15,4,1306.981368
4,2007,9,15,5,1487.475305
4,2007,9,15,6,1677.511506
4,2007,9,15,7,1894.323885
4,2007,9,15,8,2154.983137
4,2007,9,15,9,2462.211337
4,2007,9,15,10,2816.800245
4,2007,9,15,11,3217.29935
4,2007,9,15,12,3628.436475
4,2007,9,15,13,4006.237633
4,2007,9,15,14,4307.400101
4,2007,9,15,15,4497.32612
4,2007,9,15,16,4575.566521
4,2007,9,15,17,4550.733571
4,2007,9,15,18,4436.458311
4,2007,9,15,19,4258.582512
4,2007,9,15,20,4043.842905
4,2007,9,15,21,3810.869616
4,2007,9,15,22,3577.54273
4,2007,9,15,23,3362.958713
4,2007,9,15,24,3171.930357
5,2008,7,23,21,251.5147715
5,2008,7,23,22,148.5859561
5,2008,7,23,23,100.9294941
5,2008,7,23,24,108.4648947
5,2008,7,24,1,147.5161486
5,2008,7,24,2,180.3982328
5,2008,7,24,3,178.8399119
5,2008,7,24,4,166.2341136
5,2008,7,24,5,168.9387673
5,2008,7,24,6,173.5076452
5,2008,7,24,7,162.0690369
5,2008,7,24,8,138.8534587
5,2008,7,24,9,112.8660548
5,2008,7,24,10,90.10825447
5,2008,7,24,11,78.57788931
5,2008,7,24,12,97.26211326
5,2008,7,24,13,157.1121833
5,2008,7,24,14,225.9464454
5,2008,7,24,15,271.1795944
5,2008,7,24,16,301.7446296
5,2008,7,24,17,343.7893764
5,2008,7,24,18,450.8026595
5,2008,7,24,19,680.2067334
5,2008,7,24,20,1077.816573
5,2008,7,24,21,1694.428284
5,2008,7,24,22,2612.369766
5,2008,7,24,23,3825.5198
5,2008,7,24,24,4942.428906
5,2008,7,25,1,5605.389258
5,2008,7,25,2,5976.987937
5,2008,7,25,3,6321.860435
5,2008,7,25,4,6792.540981
5,2008,7,25,5,7455.894141
5,2008,7,25,6,8148.207072
5,2008,7,25,7,8668.508173
5,2008,7,25,8,8897.368225
5,2008,7,25,9,8786.533449
5,2008,7,25,10,8490.909462
5,2008,7,25,11,8179.993024
5,2008,7,25,12,7878.486072
5,2008,7,25,13,7572.840174
5,2008,7,25,14,7241.300252
5,2008,7,25,15,6873.530762
5,2008,7,25,16,6513.080956
5,2008,7,25,17,6205.783698
5,2008,7,25,18,5952.721533
5,2008,7,25,19,5731.67524
5,2008,7,25,20,5471.968871
5,2008,7,25,21,5117.49587
5,2008,7,25,22,4718.883982
5,2008,7,25,23,4343.268367
5,2008,7,25,24,4017.079532
5,2008,7,26,1,3746.819821
5,2008,7,26,2,3499.98358
5,2008,7,26,3,3244.981914
5,2008,7,26,4,2992.900956
5,2008,7,26,5,2763.356536
5,2008,7,26,6,2567.408251
5,2008,7,26,7,2410.180091
5,2008,7,26,8,2281.609845
5,2008,7,26,9,2171.381264
5,2008,7,26,10,2083.34815
5,2008,7,26,11,2019.315843
5,2008,7,26,12,1958.72579
5,2008,7,26,13,1880.147132
5,2008,7,26,14,1781.023685
5,2008,7,26,15,1669.760275
5,2008,7,26,16,1579.731104
5,2008,7,26,17,1543.527813
5,2008,7,26,18,1565.642427
5,2008,7,26,19,1627.755014
5,2008,7,26,20,1648.397442
5,2008,7,26,21,1561.644478
5,2008,7,26,22,1426.890707
5,2008,7,26,23,1318.038898
5,2008,7,26,24,1241.704726
5,2008,7,27,1,1189.240347
5,2008,7,27,2,1158.230918
5,2008,7,27,3,1140.212072
5,2008,7,27,4,1096.288343
5,2008,7,27,5,999.3907502
5,2008,7,27,6,900.1873386
5,2008,7,27,7,853.4795044
5,2008,7,27,8,852.8650157
5,2008,7,27,9,875.5506025
5,2008,7,27,10,894.3824687
5,2008,7,27,11,888.7734437
5,2008,7,27,12,868.7633847
5,2008,7,27,13,848.2442953
5,2008,7,27,14,825.8897378
5,2008,7,27,15,799.0692742
5,2008,7,27,16,775.1549078
5,2008,7,27,17,761.6419704
5,2008,7,27,18,756.5166679
6,2009,7,9,1,127.1241537
6,2009,7,9,2,139.2332224
6,2009,7,9,3,148.5297862
6,2009,7,9,4,156.2462312
6,2009,7,9,5,163.7363349
6,2009,7,9,6,173.9043832
6,2009,7,9,7,195.7353076
6,2009,7,9,8,233.5940494
6,2009,7,9,9,267.2849448
6,2009,7,9,10,280.6194903
6,2009,7,9,11,293.7807355
6,2009,7,9,12,320.2282657
6,2009,7,9,13,366.1212858
6,2009,7,9,14,425.2882545
6,2009,7,9,15,489.5490341
6,2009,7,9,16,555.0198458
6,2009,7,9,17,616.3536513
6,2009,7,9,18,662.0652971
6,2009,7,9,19,694.1774077
6,2009,7,9,20,721.7365884
6,2009,7,9,21,765.84024
6,2009,7,9,22,850.6495511
6,2009,7,9,23,1000.530065
6,2009,7,9,24,1236.335056
6,2009,7,10,1,1564.664357
6,2009,7,10,2,1978.504394
6,2009,7,10,3,2423.840768
6,2009,7,10,4,2809.406521
6,2009,7,10,5,3054.77219
6,2009,7,10,6,3150.060783
6,2009,7,10,7,3108.734631
6,2009,7,10,8,2967.060876
6,2009,7,10,9,2762.464089
6,2009,7,10,10,2519.251522
6,2009,7,10,11,2277.417761
6,2009,7,10,12,2073.295243
6,2009,7,10,13,1908.336693
6,2009,7,10,14,1774.928201
6,2009,7,10,15,1664.069015
6,2009,7,10,16,1567.791851
6,2009,7,10,17,1483.650129
6,2009,7,10,18,1409.526411
6,2009,7,10,19,1341.073423
6,2009,7,10,20,1280.79003
6,2009,7,10,21,1230.630227
6,2009,7,10,22,1182.471359
7,2009,7,11,19,568.9238628
7,2009,7,11,20,553.6106253
7,2009,7,11,21,546.7974791
7,2009,7,11,22,544.8794667
7,2009,7,11,23,544.1099533
7,2009,7,11,24,546.9731082
7,2009,7,12,1,556.5679969
7,2009,7,12,2,572.2224658
7,2009,7,12,3,593.1157999
7,2009,7,12,4,622.8152595
7,2009,7,12,5,670.5263463
7,2009,7,12,6,744.4898573
7,2009,7,12,7,844.243775
7,2009,7,12,8,968.3790466
7,2009,7,12,9,1120.401296
7,2009,7,12,10,1312.907709
7,2009,7,12,11,1589.94704
7,2009,7,12,12,2001.511667
7,2009,7,12,13,2583.204095
7,2009,7,12,14,3341.85639
7,2009,7,12,15,4262.343617
7,2009,7,12,16,5268.564006
7,2009,7,12,17,6271.270496
7,2009,7,12,18,7189.611692
7,2009,7,12,19,7952.061807
7,2009,7,12,20,8516.001832
7,2009,7,12,21,8846.862737
7,2009,7,12,22,8923.665921
7,2009,7,12,23,8767.445196
7,2009,7,12,24,8414.791141
7,2009,7,13,1,7923.332261
7,2009,7,13,2,7352.283001
7,2009,7,13,3,6746.163635
7,2009,7,13,4,6141.5595
7,2009,7,13,5,5558.010357
7,2009,7,13,6,5012.103415
7,2009,7,13,7,4523.073588
7,2009,7,13,8,4101.114008
7,2009,7,13,9,3750.205556
7,2009,7,13,10,3459.830733
7,2009,7,13,11,3217.42675
7,2009,7,13,12,3016.748058
7,2009,7,13,13,2852.28475
7,2009,7,13,14,2715.152261
7,2009,7,13,15,2596.557068
7,2009,7,13,16,2491.320763
7,2009,7,13,17,2394.704737
7,2009,7,13,18,2302.615099
7,2009,7,13,19,2214.031742
7,2009,7,13,20,2128.64166
7,2009,7,13,21,2045.88647
8,2009,7,13,24,1793.964445
8,2009,7,14,1,1717.112856
8,2009,7,14,2,1655.287274
8,2009,7,14,3,1601.007629
8,2009,7,14,4,1545.352888
8,2009,7,14,5,1488.075293
8,2009,7,14,6,1431.028705
8,2009,7,14,7,1375.800179
8,2009,7,14,8,1325.734638
8,2009,7,14,9,1286.97854
8,2009,7,14,10,1249.515979
8,2009,7,14,11,1203.351601
8,2009,7,14,12,1156.559204
8,2009,7,14,13,1125.981224
8,2009,7,14,14,1145.465522
8,2009,7,14,15,1245.323508
8,2009,7,14,16,1425.948267
8,2009,7,14,17,1684.876623
8,2009,7,14,18,2009.878584
8,2009,7,14,19,2344.725348
8,2009,7,14,20,2642.90759
8,2009,7,14,21,2940.792695
8,2009,7,14,22,3293.389873
8,2009,7,14,23,3733.869336
8,2009,7,14,24,4239.205586
8,2009,7,15,1,4775.524782
8,2009,7,15,2,5319.678072
8,2009,7,15,3,5847.45562
8,2009,7,15,4,6319.678669
8,2009,7,15,5,6692.656167
8,2009,7,15,6,6926.537155
8,2009,7,15,7,7008.382005
8,2009,7,15,8,6936.052725
8,2009,7,15,9,6722.936469
8,2009,7,15,10,6390.758616
8,2009,7,15,11,5979.072281
8,2009,7,15,12,5532.400033
8,2009,7,15,13,5092.489185
8,2009,7,15,14,4682.298298
8,2009,7,15,15,4317.334304
8,2009,7,15,16,4002.598904
9,2009,7,17,15,1011.388849
9,2009,7,17,16,992.2074657
9,2009,7,17,17,978.29188
9,2009,7,17,18,972.8107179
9,2009,7,17,19,961.4946858
9,2009,7,17,20,931.5382125
9,2009,7,17,21,893.4285332
9,2009,7,17,22,861.7525196
9,2009,7,17,23,844.2027822
9,2009,7,17,24,842.509504
9,2009,7,18,1,843.029036
9,2009,7,18,2,834.2053407
9,2009,7,18,3,811.129757
9,2009,7,18,4,789.1566562
9,2009,7,18,5,784.0472968
9,2009,7,18,6,792.9274546
9,2009,7,18,7,811.9301568
9,2009,7,18,8,851.8529192
9,2009,7,18,9,925.94804
9,2009,7,18,10,1042.62246
9,2009,7,18,11,1201.148689
9,2009,7,18,12,1369.106864
9,2009,7,18,13,1509.337227
9,2009,7,18,14,1597.412786
9,2009,7,18,15,1621.790822
9,2009,7,18,16,1609.732932
9,2009,7,18,17,1594.843469
9,2009,7,18,18,1597.293493
9,2009,7,18,19,1632.385873
9,2009,7,18,20,1709.38401
9,2009,7,18,21,1825.064653
9,2009,7,18,22,1937.354621
9,2009,7,18,23,2013.432705
9,2009,7,18,24,2035.479233
9,2009,7,19,1,2025.451929
9,2009,7,19,2,2011.819297
9,2009,7,19,3,2009.315563
9,2009,7,19,4,2030.869644
9,2009,7,19,5,2095.923501
9,2009,7,19,6,2217.430677
9,2009,7,19,7,2375.878001
9,2009,7,19,8,2541.584301
9,2009,7,19,9,2676.663091
9,2009,7,19,10,2749.695773
9,2009,7,19,11,2763.3406
9,2009,7,19,12,2729.214801
9,2009,7,19,13,2660.694659
9,2009,7,19,14,2570.854088
9,2009,7,19,15,2469.798449
9,2009,7,19,16,2366.26121
9,2009,7,19,17,2266.456789
9,2009,7,19,18,2173.406635
9,2009,7,19,19,2082.18168
9,2009,7,19,20,1994.498945
9,2009,7,19,21,1913.238919
9,2009,7,19,22,1836.72665
9,2009,7,19,23,1763.922719
9,2009,7,19,24,1700.885263
9,2009,7,20,1,1651.881062
9,2009,7,20,2,1606.913891
9,2009,7,20,3,1555.630466
9,2009,7,20,4,1500.512255
9,2009,7,20,5,1447.623204
9,2009,7,20,6,1404.522423
9,2009,7,20,7,1376.975253
9,2009,7,20,8,1362.076784
9,2009,7,20,9,1348.856116
9,2009,7,20,10,1302.74865
10,2009,8,10,19,95.41328155
10,2009,8,10,20,85.19842085
10,2009,8,10,21,76.31374114
10,2009,8,10,22,69.13642863
10,2009,8,10,23,64.1580986
10,2009,8,10,24,61.55451331
10,2009,8,11,1,60.1235939
10,2009,8,11,2,58.4111556
10,2009,8,11,3,55.33243103
10,2009,8,11,4,49.84637493
10,2009,8,11,5,40.71741321
10,2009,8,11,6,27.60296005
10,2009,8,11,7,13.92691157
10,2009,8,11,8,3.541153465
10,2009,8,11,9,3.8
10,2009,8,11,10,4.2
10,2009,8,11,11,4.682136074
10,2009,8,11,12,14.33465859
10,2009,8,11,13,26.47244744
10,2009,8,11,14,40.15255098
10,2009,8,11,15,56.29903687
10,2009,8,11,16,76.05213475
10,2009,8,11,17,99.5497027
10,2009,8,11,18,125.294817
10,2009,8,11,19,146.2537977
10,2009,8,11,20,155.9711984
10,2009,8,11,21,155.8412621
10,2009,8,11,22,149.1662107
10,2009,8,11,23,139.0304921
10,2009,8,11,24,128.0293967
10,2009,8,12,1,117.0193558
10,2009,8,12,2,106.9040553
10,2009,8,12,3,100.515056
10,2009,8,12,4,101.4499026
10,2009,8,12,5,114.4421996
10,2009,8,12,6,142.0708152
10,2009,8,12,7,177.3050108
10,2009,8,12,8,211.2568951
10,2009,8,12,9,238.4380134
10,2009,8,12,10,266.3760614
10,2009,8,12,11,304.4858805
10,2009,8,12,12,356.7147464
10,2009,8,12,13,425.801631
10,2009,8,12,14,515.1198588
10,2009,8,12,15,629.6628425
10,2009,8,12,16,780.2699959
10,2009,8,12,17,978.5885687
10,2009,8,12,18,1233.651152
10,2009,8,12,19,1550.039294
10,2009,8,12,20,1917.145038
10,2009,8,12,21,2314.396954
10,2009,8,12,22,2696.55923
10,2009,8,12,23,3017.803519
10,2009,8,12,24,3254.5957
10,2009,8,13,1,3393.526631
10,2009,8,13,2,3439.39286
10,2009,8,13,3,3403.119327
10,2009,8,13,4,3301.938851
10,2009,8,13,5,3154.5134
10,2009,8,13,6,2978.913669
10,2009,8,13,7,2791.870711
10,2009,8,13,8,2605.348276
10,2009,8,13,9,2429.508449
10,2009,8,13,10,2272.07395
10,2009,8,13,11,2138.22491
10,2009,8,13,12,2025.410484
10,2009,8,13,13,1929.255451
10,2009,8,13,14,1845.818065
10,2009,8,13,15,1771.249784
10,2009,8,13,16,1701.641407
10,2009,8,13,17,1633.280135
10,2009,8,13,18,1563.29945
10,2009,8,13,19,1490.414153
10,2009,8,13,20,1418.818059
10,2009,8,13,21,1353.219052
10,2009,8,13,22,1294.902302
10,2009,8,13,23,1243.987442
10,2009,8,13,24,1199.35467
10,2009,8,14,1,1159.464533
10,2009,8,14,2,1122.338411
10,2009,8,14,3,1086.076124
